teamName,year,stars
UCF,2016,13.2
UCF,2017,2.5
UCF,2018,4
UCF,2019,13.3
UCF,2020,7.5
UCF,2021,2
UCLA,2020,4
UCLA,2021,3
UIC,2012,7.5
UIC,2013,2
UIC,2014,2.7
UIC,2020,10
UIC,2021,10
UIS,2015,4
UMass Lowell,2014,2
UMass Lowell,2017,2
UMass Lowell,2020,9
UMass Lowell,2021,11
UMass-Lowell,2012,2
UMBC,2013,2
UMBC,2014,4
UMBC,2015,3
UMBC,2017,3
UMBC,2019,4
UMBC,2020,2
UMBC,2021,8.3
UNC Asheville,2014,2.3
UNC Asheville,2016,2
UNC Asheville,2017,2
UNC Asheville,2018,6
UNC Asheville,2020,6
UNC Asheville,2021,6
UNC Asheville,2022,2
UNC Pembroke,2015,2
UNC Pembroke,2018,3.3
UNC Pembroke,2019,2
UNC Pembroke,2021,2
UNCG,2012,6.3
UNCG,2014,2
UNCG,2016,2
UNCG,2017,2.7
UNCG,2018,3
UNCG,2020,4
UNCG,2021,9
UNCW,2012,3
UNCW,2013,5.5
UNCW,2014,6
UNCW,2015,5
UNCW,2016,4.5
UNCW,2017,2
UNCW,2018,4
UNCW,2019,7.5
UNCW,2020,5.7
UNCW,2021,11.7
Union,2015,4
Union,2016,2
Union,2018,2
Union,2020,2
Union,2021,2
Union College,2015,2.7
Union College,2017,4.7
Union College,2020,2
Union College,2021,4
Union University,2014,4
University of Alabama in Huntsville,2014,2
University of Alaska Anchorage,2013,2
University of Alaska Fairbanks,2013,2
University of Antelope Valley,2015,2
University of Antelope Valley,2016,2
University of Antelope Valley,2018,2
University of Antelope Valley,2019,2
University of Arkansas - Fort Smith,2014,2
University of Arkansas - Fort Smith,2014,2
University of Arkansas at Monticello,2013,2
University of Arkansas Fort Smith,2013,3
University of Arkansas-Fort Smith,2012,4.3
University of Bridgeport,2012,4
University of Bridgeport,2014,2
University of British Columbia,2018,2
University of British Columbia Okanagan,2021,2
University of Calgary,2019,2
"University of California, San Diego",2014,2
University of Central Missouri,2013,2.5
University of Central Missouri,2014,4
University of Central Oklahoma,2012,2
University of Central Oklahoma,2013,2
University of Central Oklahoma,2014,2
University of Charleston,2013,2
University of Charleston,2014,8
University of Chicago,2012,2
University of Findlay,2013,2
University of Helsinki,2014,2
University of Illinois at Springfield,2013,2
University of Illinois at Springfield,2014,2
University of Indianapolis,2013,2
University of Indianapolis,2014,6
University of Jamestown,2014,2
University of La Verne,2012,2
University of Maine at Farmington,2019,2
University of Maine at Presque Isle,2014,2
University of Mary,2012,2
University of Mary Hardin-Baylor,2021,2
University of Mary Washington,2014,2
University of Mary Washington,2017,2
University of Missouri-St. Louis,2014,2
University of Mobile,2012,2
University of Mobile,2013,2
University of Mobile,2014,4
University of Mobile,2016,2
University of Mobile,2017,2
University of Montevallo,2013,2
University of Mount Union,2019,2
University of North Alabama,2012,6
University of North Georgia,2014,8.5
University of Ottawa,2018,2
University of Ottawa,2020,2
University of Pikeville,2012,4.3
University of Pikeville,2013,12.3
University of Pikeville,2014,6
University of Pikeville,2016,2
University of Pikeville,2017,6
University of Pikeville,2018,3
University of Pikeville,2021,2
University of Pittsburgh at Johnstown,2013,2
University of Pittsburgh at Johnstown,2014,2
University of Providence,2018,2
University of Redlands,2019,2
University of Redlands,2020,2
University of Regina,2015,2
University of Saint Francis,2016,2.3
University of Saint Francis (IL),2018,2
University of Saint Joseph,2018,2.3
University of Saskatchewan,2013,2
University of Saskatchewan,2016,2
University of Saskatchewan,2020,2
University of Science and Arts of Oklahoma,2018,4.3
University of Science and Arts of Oklahoma,2019,2
University of Science and Arts of Oklahoma,2020,4
University of Science and Arts of Oklahoma,2021,2
University of Sioux Falls,2012,2
University of South Carolina Aiken,2014,6
University of Southern Indiana,2013,2.3
University of Southern Indiana,2014,2
University of St. Francis,2014,2
University of St. Joseph,2020,2
University of St. Thomas,2012,2
University of St. Thomas,2013,2
University of St. Thomas,2014,2
University of Tampa,2014,4
University of Texas At Dallas,2014,2
University of Texas at Dallas,2014,2
University of Texas the Permain Basin,2012,2
University of the Cumberlands,2013,2
University of the Cumberlands,2015,4
University of the Cumberlands,2017,4
University of the Cumberlands,2018,4
University of the Cumberlands,2019,4
University of the District of Columbia,2012,4
University of the Fraser Valley,2018,2
University of the Fraser Valley,2020,2
University of the Fraser Valley,2021,2
University of the Virgin Islands,2017,2
University of the Virgin Islands,2018,4
University of Toronto,2013,2
University of Toronto,2014,2
University of Toronto,2015,2
University of Toronto,2019,3
University of West Alabama,2012,2
University of West Alabama,2013,4
University of West Alabama,2014,2
University of West Florida,2012,4
University of West Florida,2013,2.5
University of West Florida,2014,2
University of Windsor,2013,2
University of Wisconsin-La Crosse,2012,2
University of Wisconsin-La Crosse,2018,2
University of Wisconsin-Parkside,2013,2
University of Wisconsin-Parkside,2014,2
University of Wisconsin-River Falls,2019,2
University of Wisconsin-Stevens Point,2012,2
University of Wisconsin-Stevens Point,2016,2
University of Wisconsin-Whitewater,2015,4
University of Wisconsin-Whitewater,2016,2
University of Wisconsin-Whitewater,2017,2
UNLV,2012,4
UNLV,2013,2
UNLV,2014,9
UNLV,2015,6
UNLV,2016,6.3
UNLV,2017,5.3
UNLV,2019,16.3
UNLV,2020,2
UNLV,2021,21.7
Upper Iowa,2018,2
Upper Iowa University,2012,2
Urbana,2015,2
Urbana,2017,2
Urbana University,2012,2.5
Urbana University,2013,2
USC,2012,7
USC,2013,12.3
USC,2015,6.3
USC,2016,8
USC,2019,6
USC,2020,13
USC,2021,4
USC Aiken,2015,6.7
USC Aiken,2016,10
USC Aiken,2018,2
USC Aiken,2020,2
USC Aiken,2021,8
USC UpSt.,2014,2
USC UpSt.,2020,4.7
USC UpSt.,2021,4
USC-Aiken,2012,12
USC-Aiken,2013,2
UT Arlington,2012,2.5
UT Arlington,2013,2
UT Arlington,2014,5
UT Arlington,2017,6.5
UT Arlington,2019,6.5
UT Arlington,2020,4
UT Arlington,2021,4
UT Martin,2013,2
UT Martin,2014,3
UT Martin,2015,6
UT Martin,2017,8
UT Martin,2018,5.5
UT Martin,2019,7
UT Martin,2021,14
UT Tyler,2018,2
UT Tyler,2019,5
UT Tyler,2020,4
UT Tyler,2021,8
Utah,2012,4
Utah,2016,5
Utah,2017,2.5
Utah,2018,2
Utah,2021,15
Utah St.,2012,2
Utah St.,2013,2
Utah St.,2014,2
Utah St.,2019,3
Utah St.,2021,12
Utah St. University Eastern,2014,6
Utah St. University Eastern,2016,2
Utah St. University Eastern,2017,2
Utah St. University Eastern,2021,2
Utah Valley,2012,2
Utah Valley,2014,2
Utah Valley,2015,11.7
Utah Valley,2016,4
Utah Valley,2017,5
Utah Valley,2018,9
Utah Valley,2019,11
Utah Valley,2020,11
Utah Valley,2021,7.3
UTEP,2012,2.5
UTEP,2013,2.5
UTEP,2017,4.3
UTEP,2018,11.2
UTEP,2019,10
UTEP,2020,9.2
UTEP,2021,7.7
UTEP,2022,4
UTSA,2012,2.5
UTSA,2016,2
UTSA,2017,5.3
UTSA,2018,2.5
UTSA,2020,6
UTSA,2021,3
Valdosta St.,2015,2
Valdosta St.,2016,4
Valdosta St.,2017,2
Valdosta St.,2021,2
Valdosta St. University,2012,4
Valdosta St. University,2013,4
Valdosta St. University,2014,4
Valparaiso,2012,5.6
Valparaiso,2013,7.7
Valparaiso,2014,4
Valparaiso,2016,9
Valparaiso,2017,3
Valparaiso,2018,8.9
Valparaiso,2021,11.7
Vanderbilt,2012,2
Vanderbilt,2014,2
Vanderbilt,2016,3
Vanderbilt,2017,5.3
Vanderbilt,2018,4
Vanderbilt,2019,6.3
Vanderbilt,2020,4
Vanderbilt,2021,10
Vanguard University,2013,4
Vanguard University of Southern California,2017,4
Vanguard University of Southern California,2019,4
Vanguard University of Southern California,2021,4
VCU,2013,3.5
VCU,2015,2
VCU,2016,2
VCU,2017,4
VCU,2018,3.3
VCU,2020,4
VCU,2021,5
Vermont,2012,6.8
Vermont,2014,2
Vermont,2015,4
Vermont,2016,2.3
Vermont,2019,7
Vermont,2020,7.6
Vermont,2021,4
Victoria College,2021,2
Villanova,2012,5.3
Villanova,2015,2.7
Villanova,2018,2
Villanova,2019,2
Vincennes University,2012,2
Vincennes University,2015,2
Vincennes University,2017,3
Vincennes University,2018,2
Vincennes University,2019,2
Vincennes University,2020,4
Virginia,2012,3.7
Virginia,2014,3
Virginia,2015,4.7
Virginia,2017,2.3
Virginia,2018,4
Virginia,2019,3.7
Virginia,2020,2
Virginia,2021,6
Virginia St.,2015,4
Virginia St.,2017,2
Virginia St.,2018,6
Virginia St.,2019,6
Virginia St.,2020,4
Virginia St.,2021,6.5
Virginia St. University,2012,6
Virginia St. University,2013,4
Virginia Tech,2012,2.3
Virginia Tech,2014,5.3
Virginia Tech,2016,2
Virginia Tech,2019,4
Virginia Tech,2020,7
Virginia Tech,2021,6
Virginia Union,2016,4.5
Virginia Union,2017,4.7
Virginia Union,2018,2
Virginia Union,2019,2
Virginia Union,2020,2
Virginia Union,2021,2
Virginia Union University,2014,2
Virginia Wesleyan College,2014,2
Virginia-Wise,2015,2
Virginia-Wise,2021,2
Volunteer St. Community College,2012,2
Wabash Valley College,2012,2
Wabash Valley College,2013,4
Wabash Valley College,2016,2
Wabash Valley College,2017,2
Wabash Valley College,2018,4.7
Wabash Valley College,2020,4
Wabash Valley College,2021,2
Wagner,2012,2.7
Wagner,2014,2
Wagner,2015,4.3
Wagner,2017,4.5
Wagner,2019,7
Wagner,2020,4
Wagner,2021,4
Wake Forest,2013,2
Wake Forest,2014,2
Wake Forest,2015,2
Wake Forest,2016,2.3
Wake Forest,2017,2
Wake Forest,2018,8
Wake Forest,2019,2
Wake Forest,2020,11.5
Wake Forest,2021,13
Waldorf College,2015,2
Walla Walla Community College,2012,2
Wallace St. Community College,2016,4
Wallace St. Community College,2019,2
Wallace St. Community College,2021,7
Walsh,2017,4
Walsh,2018,3
Walsh,2019,2
Walsh University,2012,4
Walsh University,2014,2
Walters St. Community College,2013,2
Walters St. Community College,2017,6
Walters St. Community College,2019,2
Walters St. Community College,2020,4
Warner Pacific College,2016,2
Warner University,2015,2
Warner University,2016,2
Wasburn University,2014,2.3
Washburn,2015,2
Washburn,2018,4
Washburn,2021,2
Washburn University,2013,4.3
Washington,2012,4
Washington,2013,4
Washington,2015,2.7
Washington,2019,9
Washington,2020,7
Washington,2021,13
Washington Adventist University,2019,2
Washington St.,2012,5.7
Washington St.,2014,2.7
Washington St.,2017,2
Washington St.,2019,8
Washington St.,2021,6
Wayland Baptist University,2013,2
Wayland Baptist University,2014,2
Wayne St. (MI),2015,2
Wayne St. (MI),2017,4
Wayne St. (MI),2018,4
Wayne St. (MI),2019,6
Wayne St. (MI),2020,4
Wayne St. (MI),2021,2
Wayne St. College,2013,2
Wayne St. University,2012,2
Weatherford College,2018,2
Weatherford College,2020,2
Webber International University,2017,3
Weber St.,2016,4
Weber St.,2019,2
Weber St.,2020,18
Weber St.,2021,7.7
Wentworth Institute of Technology,2020,2
Wesley College,2014,2
Wesleyan University,2013,2
West Alabama,2015,6
West Alabama,2018,4
West Alabama,2019,2
West Alabama,2020,2
West Chester,2017,2
West Chester,2018,2
West Chester,2019,3.5
West Chester,2020,2
West Chester,2021,2
West Chester University,2012,2
West Chester University of Pennsylvania,2013,2
West Chester University of Pennsylvania,2014,2
West Florida,2018,4.3
West Florida,2021,2
West Georgia,2015,4
West Georgia,2016,5
West Georgia,2017,6
West Georgia,2018,2
West Liberty,2016,2
West Liberty,2018,2
West Liberty University,2014,4
West Los Angeles College,2017,2
West Texas A&M,2019,2
West Texas A&M,2020,2
West Texas A&M,2021,6
West Texas A&M University,2013,2
West Virginia,2012,3.5
West Virginia,2013,2
West Virginia,2015,2
West Virginia,2019,2
West Virginia,2021,7
West Virginia St.,2019,2
West Virginia St.,2020,2
West Virginia St.,2021,4
West Virginia University Institute of Technology,2014,2
West Virginia University Institute of Technology,2016,2.5
West Virginia Wesleyan,2016,4
West Virginia Wesleyan,2017,4
West Virginia Wesleyan,2018,2
Westchester Community College,2017,2
Western Carolina,2018,3
Western Carolina,2020,2
Western Carolina,2021,6.7
Western Colorado,2016,2
Western Colorado,2021,2
Western Illinois,2020,5
Western Illinois,2021,8
Western Kentucky,2013,5.2
Western Kentucky,2015,5
Western Kentucky,2016,14
Western Kentucky,2017,10
Western Kentucky,2018,4.5
Western Kentucky,2019,9.3
Western Kentucky,2020,2
Western Kentucky,2021,8.3
Western Michigan,2020,4
Western Michigan,2021,8
Western Nebraska Community College,2012,2.7
Western Nebraska Community College,2014,2
Western Nebraska Community College,2015,2
Western Nebraska Community College,2018,2
Western Nebraska Community College,2019,4
Western New England University,2014,2
Western New Mexico,2018,2
Western New Mexico,2019,2
Western New Mexico,2020,2
Western New Mexico,2021,6
Western Oklahoma St. College,2018,2
Western Oregon,2015,4
Western Oregon,2016,4
Western Oregon,2017,2
Western Oregon,2018,4
Western Oregon University,2012,2
Western Oregon University,2013,2
Western St. Colorado University,2012,2
Western Texas College,2014,4
Western Texas College,2016,2
Western Texas College,2017,10
Western Texas College,2020,4.5
Western Texas College,2021,6
Western Washington,2015,2
Western Washington,2016,2
Western Washington University,2013,4.5
Western Washington University,2014,3
Western Wyoming Community College,2020,2
Westminster,2016,2
Westminster,2018,6
Westminster,2021,2
Westminster College,2013,2
Westminster College,2018,4
Westmont College,2014,2
Westmont College,2021,6
Whitman College,2014,4
Whitworth University,2017,2
Whitworth University,2020,2
Wichita St.,2012,2
Wichita St.,2015,9.7
Wichita St.,2018,2
Wichita St.,2020,4
Wichita St.,2021,4
Widener University,2014,2
Wiley College,2013,2
Wiley College,2015,2
Wiley College,2016,2
Wiley College,2017,2
Wiley College,2021,2
William & Mary,2014,2.3
William & Mary,2016,3
William & Mary,2017,2
William & Mary,2018,2
William & Mary,2019,4
William & Mary,2021,2
William Carey University,2017,2
William Carey University,2018,2
William Carey University,2019,6
William Jessup University,2017,4
William Jewell,2016,2
William Jewell,2021,2
William Jewell College,2014,2
William Penn University,2014,2
William Penn University,2015,4.5
William Penn University,2016,13
William Penn University,2017,10
William Penn University,2018,7.3
William Penn University,2019,2
William Penn University,2021,2
Williams College,2012,2
Williston St. College,2014,4.3
Williston St. College,2015,4.7
Williston St. College,2016,2
Williston St. College,2017,2
Williston St. College,2018,2
Wilmington,2020,2
Wingate,2015,2
Wingate,2017,2
Wingate,2018,2
Wingate University,2014,2
Wingate Universty,2012,2
Winona St.,2020,4
Winona St. University,2013,2
Winona St. University,2014,2
Winston-Salem St.,2015,6
Winston-Salem St.,2016,4
Winston-Salem St.,2019,9.3
Winston-Salem St. University,2013,6
Winston-Salem St. University,2014,6.7
Winthrop,2013,2
Winthrop,2014,4
Winthrop,2015,4.3
Winthrop,2018,2
Winthrop,2019,8
Winthrop,2020,2
Winthrop,2021,10.7
Wisconsin,2017,2
Wisconsin,2018,2.5
Wisconsin,2019,3.3
Wisconsin,2021,6.7
Wisconsin-Parkside,2015,2
Wisconsin-Parkside,2016,4
Wisconsin-Parkside,2018,2.5
Wisconsin-Parkside,2019,2
Wisconsin-Parkside,2021,2
Wofford,2014,2
Wofford,2017,2
Wofford,2020,2.5
Worcester Polytechnic Institute,2016,2
Wright St.,2013,2.7
Wright St.,2014,2
Wright St.,2015,2
Wright St.,2016,2
Wright St.,2017,5
Wright St.,2019,9
Wright St.,2021,4
Wyoming,2012,3.7
Wyoming,2013,2
Wyoming,2016,5.3
Wyoming,2017,3.3
Wyoming,2021,2
Xavier,2012,2
Xavier,2013,2.7
Xavier,2015,2
Xavier,2016,2
Xavier,2017,2
Xavier,2018,8
Xavier,2019,4
Xavier,2020,8
Xavier,2021,7
Xavier University of Louisiana,2012,2
Xavier University of Louisiana,2013,4
Xavier University of Louisiana,2015,2
Xavier University of Louisiana,2018,2
Xavier University of Louisiana,2020,2
Yakima Valley College,2021,2
Yeshiva University,2021,2
York College,2017,2
York College,2018,2
York College,2021,2
York College of Pennsylvania,2019,4
York University,2019,2
Young Harris,2015,2
Young Harris,2018,4
Young Harris,2019,2
Young Harris,2020,2
Young Harris,2021,6
Young Harris College,2013,2
Young Harris College,2014,2
Youngstown St.,2014,2
Youngstown St.,2017,4
Youngstown St.,2019,3
Youngstown St.,2020,2
Youngstown St.,2021,8
